the_geom,name,description,No.,CODIGO,LATITUD,LONGITUD,ICONO
POINT (-74.8032762 10.9977678),CALLE 72 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 199<br>
<b>CODIGO:</b> 1259<br>
<b>LOCALIZACION:</b> CALLE 72 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9977678<br>
<b>LONGITUD:</b> -74.8032762<br>
<b>ICONO:</b> small_green
</div>",199,1259,10.9977678,-74.8032762,small_green
POINT (-74.8024851 10.9983184),CALLE 72 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 200<br>
<b>CODIGO:</b> 7254<br>
<b>LOCALIZACION:</b> CALLE 72 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9983184<br>
<b>LONGITUD:</b> -74.8024851<br>
<b>ICONO:</b> small_green
</div>",200,7254,10.9983184,-74.8024851,small_green
POINT (-74.801579 10.9989782),CALLE 72 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 201<br>
<b>CODIGO:</b> 7254<br>
<b>LOCALIZACION:</b> CALLE 72 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9989782<br>
<b>LONGITUD:</b> -74.801579<br>
<b>ICONO:</b> small_green
</div>",201,7254,10.9989782,-74.801579,small_green
POINT (-74.7992663 11.0006366),CALLE 72 CON CARRERA 57 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 202<br>
<b>CODIGO:</b> 7257<br>
<b>LOCALIZACION:</b> CALLE 72 CON CARRERA 57 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0006366<br>
<b>LONGITUD:</b> -74.7992663<br>
<b>ICONO:</b> small_green
</div>",202,7257,11.0006366,-74.7992663,small_green
POINT (-74.7984009 11.0012906),CALLE 72 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 203<br>
<b>CODIGO:</b> 7258<br>
<b>LOCALIZACION:</b> CALLE 72 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0012906<br>
<b>LONGITUD:</b> -74.7984009<br>
<b>ICONO:</b> small_green
</div>",203,7258,11.0012906,-74.7984009,small_green
POINT (-74.7976397 11.0018507),CALLE 72 CON CARRERA 59 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 204<br>
<b>CODIGO:</b> 7258<br>
<b>LOCALIZACION:</b> CALLE 72 CON CARRERA 59 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0018507<br>
<b>LONGITUD:</b> -74.7976397<br>
<b>ICONO:</b> small_green
</div>",204,7258,11.0018507,-74.7976397,small_green
POINT (-74.8046761 10.9957798),CALLE 72 CON CARRERAS 48 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 205<br>
<b>CODIGO:</b> 7248<br>
<b>LOCALIZACION:</b> CALLE 72 CON CARRERAS 48 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9957798<br>
<b>LONGITUD:</b> -74.8046761<br>
<b>ICONO:</b> small_green
</div>",205,7248,10.9957798,-74.8046761,small_green
POINT (-74.7903859 11.007878),CALLE 72 CON VIA 40 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 206<br>
<b>CODIGO:</b> 2285<br>
<b>LOCALIZACION:</b> CALLE 72 CON VIA 40 BARRANQUILLA<br>
<b>LATITUD:</b> 11.007878<br>
<b>LONGITUD:</b> -74.7903859<br>
<b>ICONO:</b> small_green
</div>",206,2285,11.007878,-74.7903859,small_green
POINT (-74.8118419 10.9887214),CALLE 74 CON CARRERA 39 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 207<br>
<b>CODIGO:</b> 7439<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 39 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9887214<br>
<b>LONGITUD:</b> -74.8118419<br>
<b>ICONO:</b> small_green
</div>",207,7439,10.9887214,-74.8118419,small_green
POINT (-74.8095309 10.9925952),CALLE 74 CON CARRERA 42F BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 208<br>
<b>CODIGO:</b> 1358<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 42F BARRANQUILLA<br>
<b>LATITUD:</b> 10.9925952<br>
<b>LONGITUD:</b> -74.8095309<br>
<b>ICONO:</b> small_green
</div>",208,1358,10.9925952,-74.8095309,small_green
POINT (-74.8093518 10.9929092),CALLE 74 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 209<br>
<b>CODIGO:</b> 1358<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9929092<br>
<b>LONGITUD:</b> -74.8093518<br>
<b>ICONO:</b> small_green
</div>",209,1358,10.9929092,-74.8093518,small_green
POINT (-74.8087984 10.9938169),CALLE 74 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 210<br>
<b>CODIGO:</b> 1358<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9938169<br>
<b>LONGITUD:</b> -74.8087984<br>
<b>ICONO:</b> small_green
</div>",210,1358,10.9938169,-74.8087984,small_green
POINT (-74.8077912 10.9955138),CALLE 74 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 211<br>
<b>CODIGO:</b> 7446<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9955138<br>
<b>LONGITUD:</b> -74.8077912<br>
<b>ICONO:</b> small_green
</div>",211,7446,10.9955138,-74.8077912,small_green
POINT (-74.8070974 10.9963343),CALLE 74 CON CARRERA 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 212<br>
<b>CODIGO:</b> 7446<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 47 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9963343<br>
<b>LONGITUD:</b> -74.8070974<br>
<b>ICONO:</b> small_green
</div>",212,7446,10.9963343,-74.8070974,small_green
POINT (-74.8065511 10.9969606),CALLE 74 CON CARRERA 48 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 213<br>
<b>CODIGO:</b> 7448<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 48 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9969606<br>
<b>LONGITUD:</b> -74.8065511<br>
<b>ICONO:</b> small_green
</div>",213,7448,10.9969606,-74.8065511,small_green
POINT (-74.8043755 10.9992924),CALLE 74 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 214<br>
<b>CODIGO:</b> 1255<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9992924<br>
<b>LONGITUD:</b> -74.8043755<br>
<b>ICONO:</b> small_green
</div>",214,1255,10.9992924,-74.8043755,small_green
POINT (-74.8035836 10.9998159),CALLE 74 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 215<br>
<b>CODIGO:</b> 1255<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9998159<br>
<b>LONGITUD:</b> -74.8035836<br>
<b>ICONO:</b> small_green
</div>",215,1255,10.9998159,-74.8035836,small_green
POINT (-74.8027444 11.0004595),CALLE 74 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 216<br>
<b>CODIGO:</b> 1255<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0004595<br>
<b>LONGITUD:</b> -74.8027444<br>
<b>ICONO:</b> small_green
</div>",216,1255,11.0004595,-74.8027444,small_green
POINT (-74.7995166 11.0027688),CALLE 74 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 217<br>
<b>CODIGO:</b> 1257<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0027688<br>
<b>LONGITUD:</b> -74.7995166<br>
<b>ICONO:</b> small_green
</div>",217,1257,11.0027688,-74.7995166,small_green
POINT (-74.8159736 10.9793537),CALLE 75 CON CARRERA 26C7 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 218<br>
<b>CODIGO:</b> 2315<br>
<b>LOCALIZACION:</b> CALLE 75 CON CARRERA 26C7 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9793537<br>
<b>LONGITUD:</b> -74.8159736<br>
<b>ICONO:</b> small_green
</div>",218,2315,10.9793537,-74.8159736,small_green
POINT (-74.806188 11.000179),CALLE 75 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 219<br>
<b>CODIGO:</b> 7950<br>
<b>LOCALIZACION:</b> CALLE 75 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 11.000179<br>
<b>LONGITUD:</b> -74.806188<br>
<b>ICONO:</b> small_green
</div>",219,7950,11.000179,-74.806188,small_green
POINT (-74.8054417 11.0007269),CALLE 75 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 220<br>
<b>CODIGO:</b> 1254<br>
<b>LOCALIZACION:</b> CALLE 75 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0007269<br>
<b>LONGITUD:</b> -74.8054417<br>
<b>ICONO:</b> small_green
</div>",220,1254,11.0007269,-74.8054417,small_green
POINT (-74.8046848 11.0012798),CALLE 75 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 221<br>
<b>CODIGO:</b> 1254<br>
<b>LOCALIZACION:</b> CALLE 75 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0012798<br>
<b>LONGITUD:</b> -74.8046848<br>
<b>ICONO:</b> small_green
</div>",221,1254,11.0012798,-74.8046848,small_green
POINT (-74.8038221 11.0018994),CALLE 75 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 222<br>
<b>CODIGO:</b> 1254<br>
<b>LOCALIZACION:</b> CALLE 75 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0018994<br>
<b>LONGITUD:</b> -74.8038221<br>
<b>ICONO:</b> small_green
</div>",222,1254,11.0018994,-74.8038221,small_green
POINT (-74.8005923 11.0042019),CALLE 75 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 223<br>
<b>CODIGO:</b> 1257<br>
<b>LOCALIZACION:</b> CALLE 75 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0042019<br>
<b>LONGITUD:</b> -74.8005923<br>
<b>ICONO:</b> small_green
</div>",223,1257,11.0042019,-74.8005923,small_green
POINT (-74.8136587 10.9923109),CALLE 76 CON CARRERA 42 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 224<br>
<b>CODIGO:</b> 7642<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 42 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9923109<br>
<b>LONGITUD:</b> -74.8136587<br>
<b>ICONO:</b> small_green
</div>",224,7642,10.9923109,-74.8136587,small_green
POINT (-74.8162356 10.9866404),CALLE 76 CON CARRERA 38 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 225<br>
<b>CODIGO:</b> 1323<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 38 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9866404<br>
<b>LONGITUD:</b> -74.8162356<br>
<b>ICONO:</b> small_green
</div>",225,1323,10.9866404,-74.8162356,small_green
POINT (-74.8135302 10.9936627),CALLE 76 CON CARRERA 42F BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 226<br>
<b>CODIGO:</b> 2351<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 42F BARRANQUILLA<br>
<b>LATITUD:</b> 10.9936627<br>
<b>LONGITUD:</b> -74.8135302<br>
<b>ICONO:</b> small_green
</div>",226,2351,10.9936627,-74.8135302,small_green
POINT (-74.811597 10.9942397),CALLE 76 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 227<br>
<b>CODIGO:</b> 1356<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9942397<br>
<b>LONGITUD:</b> -74.811597<br>
<b>ICONO:</b> small_green
</div>",227,1356,10.9942397,-74.811597,small_green
POINT (-74.8109259 10.9953433),CALLE 76 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 228<br>
<b>CODIGO:</b> 1356<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9953433<br>
<b>LONGITUD:</b> -74.8109259<br>
<b>ICONO:</b> small_green
</div>",228,1356,10.9953433,-74.8109259,small_green
POINT (-74.8100681 10.9968087),CALLE 76 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 229<br>
<b>CODIGO:</b> 1356<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9968087<br>
<b>LONGITUD:</b> -74.8100681<br>
<b>ICONO:</b> small_green
</div>",229,1356,10.9968087,-74.8100681,small_green
POINT (-74.8096969 10.9974724),CALLE 76 CON CARRERA 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 230<br>
<b>CODIGO:</b> 1357<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 47 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9974724<br>
<b>LONGITUD:</b> -74.8096969<br>
<b>ICONO:</b> small_green
</div>",230,1357,10.9974724,-74.8096969,small_green
POINT (-74.809253 10.9982136),CALLE 76 CON CARRERA 48 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 231<br>
<b>CODIGO:</b> 7648<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 48 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9982136<br>
<b>LONGITUD:</b> -74.809253<br>
<b>ICONO:</b> small_green
</div>",231,7648,10.9982136,-74.809253,small_green
POINT (-74.8085037 10.9998393),CALLE 76 CON CARRERA 49C BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 232<br>
<b>CODIGO:</b> 1248<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 49C BARRANQUILLA<br>
<b>LATITUD:</b> 10.9998393<br>
<b>LONGITUD:</b> -74.8085037<br>
<b>ICONO:</b> small_green
</div>",232,1248,10.9998393,-74.8085037,small_green
POINT (-74.8072116 11.0017048),CALLE 76 CON CARRERA 51B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 233<br>
<b>CODIGO:</b> 1248<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 51B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0017048<br>
<b>LONGITUD:</b> -74.8072116<br>
<b>ICONO:</b> small_green
</div>",233,1248,11.0017048,-74.8072116,small_green
POINT (-74.8065252 11.0021807),CALLE 76 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 234<br>
<b>CODIGO:</b> 1253<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0021807<br>
<b>LONGITUD:</b> -74.8065252<br>
<b>ICONO:</b> small_green
</div>",234,1253,11.0021807,-74.8065252,small_green
POINT (-74.8057707 11.0027291),CALLE 76 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 235<br>
<b>CODIGO:</b> 1253<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0027291<br>
<b>LONGITUD:</b> -74.8057707<br>
<b>ICONO:</b> small_green
</div>",235,1253,11.0027291,-74.8057707,small_green
POINT (-74.8050667 11.0032494),CALLE 76 CON CARRERA 54 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 236<br>
<b>CODIGO:</b> 1253<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 54 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0032494<br>
<b>LONGITUD:</b> -74.8050667<br>
<b>ICONO:</b> small_green
</div>",236,1253,11.0032494,-74.8050667,small_green
POINT (-74.8033079 11.0045029),CALLE 76 CON CARRERA 56 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 237<br>
<b>CODIGO:</b> 7656<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 56 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0045029<br>
<b>LONGITUD:</b> -74.8033079<br>
<b>ICONO:</b> small_green
</div>",237,7656,11.0045029,-74.8033079,small_green
POINT (-74.802571 11.005061),CALLE 76 CON CARRERA 57 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 238<br>
<b>CODIGO:</b> 7656<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 57 BARRANQUILLA<br>
<b>LATITUD:</b> 11.005061<br>
<b>LONGITUD:</b> -74.802571<br>
<b>ICONO:</b> small_green
</div>",238,7656,11.005061,-74.802571,small_green
POINT (-74.801706 11.0057036),CALLE 76 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 239<br>
<b>CODIGO:</b> 1246<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0057036<br>
<b>LONGITUD:</b> -74.801706<br>
<b>ICONO:</b> small_green
</div>",239,1246,11.0057036,-74.801706,small_green
POINT (-74.8009011 11.0062431),CALLE 76 CON CARRERA 59 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 240<br>
<b>CODIGO:</b> 7660<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 59 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0062431<br>
<b>LONGITUD:</b> -74.8009011<br>
<b>ICONO:</b> small_green
</div>",240,7660,11.0062431,-74.8009011,small_green
POINT (-74.8216827 10.9456934),CALLE 76 CON CARRERA 6 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 241<br>
<b>CODIGO:</b> 2006<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 6 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9456934<br>
<b>LONGITUD:</b> -74.8216827<br>
<b>ICONO:</b> small_green
</div>",241,2006,10.9456934,-74.8216827,small_green
POINT (-74.8001673 11.0067707),CALLE 76 CON CARRERA 60 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 242<br>
<b>CODIGO:</b> 7660<br>
<b>LOCALIZACION:</b> CALLE 76 CON CARRERA 60 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0067707<br>
<b>LONGITUD:</b> -74.8001673<br>
<b>ICONO:</b> small_green
</div>",242,7660,11.0067707,-74.8001673,small_green
POINT (-74.8137955 10.9937509),CALLE 76B CON CARRERA 42F BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 243<br>
<b>CODIGO:</b> 2351<br>
<b>LOCALIZACION:</b> CALLE 76B CON CARRERA 42F BARRANQUILLA<br>
<b>LATITUD:</b> 10.9937509<br>
<b>LONGITUD:</b> -74.8137955<br>
<b>ICONO:</b> small_green
</div>",243,2351,10.9937509,-74.8137955,small_green
POINT (-74.8016404 11.0068867),CALLE 77 CON CARRERA 59 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 244<br>
<b>CODIGO:</b> 7759<br>
<b>LOCALIZACION:</b> CALLE 77 CON CARRERA 59 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0068867<br>
<b>LONGITUD:</b> -74.8016404<br>
<b>ICONO:</b> small_green
</div>",244,7759,11.0068867,-74.8016404,small_green
POINT (-74.8011879 11.0081521),CALLE 77 CON CARRERA 60 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 245<br>
<b>CODIGO:</b> 1244<br>
<b>LOCALIZACION:</b> CALLE 77 CON CARRERA 60 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0081521<br>
<b>LONGITUD:</b> -74.8011879<br>
<b>ICONO:</b> small_green
</div>",245,1244,11.0081521,-74.8011879,small_green
POINT (-74.8136578 10.9953249),CALLE 79 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 246<br>
<b>CODIGO:</b> 1353<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9953249<br>
<b>LONGITUD:</b> -74.8136578<br>
<b>ICONO:</b> small_green
</div>",246,1353,10.9953249,-74.8136578,small_green
POINT (-74.8129678 10.9964759),CALLE 79 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 247<br>
<b>CODIGO:</b> 1353<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9964759<br>
<b>LONGITUD:</b> -74.8129678<br>
<b>ICONO:</b> small_green
</div>",247,1353,10.9964759,-74.8129678,small_green
POINT (-74.8120945 10.997987),CALLE 79 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 248<br>
<b>CODIGO:</b> 1355<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.997987<br>
<b>LONGITUD:</b> -74.8120945<br>
<b>ICONO:</b> small_green
</div>",248,1355,10.997987,-74.8120945,small_green
POINT (-74.8117193 10.9986453),CALLE 79 CON CARRERA 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 249<br>
<b>CODIGO:</b> 1355<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 47 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9986453<br>
<b>LONGITUD:</b> -74.8117193<br>
<b>ICONO:</b> small_green
</div>",249,1355,10.9986453,-74.8117193,small_green
POINT (-74.8110692 11.0000584),CALLE 79 CON CARRERA 49C BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 250<br>
<b>CODIGO:</b> 1235<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 49C BARRANQUILLA<br>
<b>LATITUD:</b> 11.0000584<br>
<b>LONGITUD:</b> -74.8110692<br>
<b>ICONO:</b> small_green
</div>",250,1235,11.0000584,-74.8110692,small_green
POINT (-74.8104505 11.0009055),CALLE 79 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 251<br>
<b>CODIGO:</b> 1235<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0009055<br>
<b>LONGITUD:</b> -74.8104505<br>
<b>ICONO:</b> small_green
</div>",251,1235,11.0009055,-74.8104505,small_green
POINT (-74.8097543 11.0018231),CALLE 79 CON CARRERA 51 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 252<br>
<b>CODIGO:</b> 1236<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 51 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0018231<br>
<b>LONGITUD:</b> -74.8097543<br>
<b>ICONO:</b> small_green
</div>",252,1236,11.0018231,-74.8097543,small_green
POINT (-74.8091471 11.0026222),CALLE 79 CON CARRERA 51B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 253<br>
<b>CODIGO:</b> 1236<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 51B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0026222<br>
<b>LONGITUD:</b> -74.8091471<br>
<b>ICONO:</b> small_green
</div>",253,1236,11.0026222,-74.8091471,small_green
POINT (-74.8085522 11.003424),CALLE 79 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 254<br>
<b>CODIGO:</b> 1234<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 11.003424<br>
<b>LONGITUD:</b> -74.8085522<br>
<b>ICONO:</b> small_green
</div>",254,1234,11.003424,-74.8085522,small_green
POINT (-74.8081282 11.004304),CALLE 79 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 255<br>
<b>CODIGO:</b> 1234<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.004304<br>
<b>LONGITUD:</b> -74.8081282<br>
<b>ICONO:</b> small_green
</div>",255,1234,11.004304,-74.8081282,small_green
POINT (-74.8050155 11.008813),CALLE 79 CON CARRERA 59B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 256<br>
<b>CODIGO:</b> 1232<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 59B BARRANQUILLA<br>
<b>LATITUD:</b> 11.008813<br>
<b>LONGITUD:</b> -74.8050155<br>
<b>ICONO:</b> small_green
</div>",256,1232,11.008813,-74.8050155,small_green
POINT (-74.8046574 11.0092328),CALLE 79 CON CARRERA 60 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 257<br>
<b>CODIGO:</b> 1232<br>
<b>LOCALIZACION:</b> CALLE 79 CON CARRERA 60 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0092328<br>
<b>LONGITUD:</b> -74.8046574<br>
<b>ICONO:</b> small_green
</div>",257,1232,11.0092328,-74.8046574,small_green
POINT (-74.818183 10.9871381),CALLE 79A CON CARRERA 38 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 258<br>
<b>CODIGO:</b> 1323<br>
<b>LOCALIZACION:</b> CALLE 79A CON CARRERA 38 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9871381<br>
<b>LONGITUD:</b> -74.818183<br>
<b>ICONO:</b> small_green
</div>",258,1323,10.9871381,-74.818183,small_green
POINT (-74.8168731 10.9943343),CALLE 80 CON CARRERA 42F BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 259<br>
<b>CODIGO:</b> 2350<br>
<b>LOCALIZACION:</b> CALLE 80 CON CARRERA 42F BARRANQUILLA<br>
<b>LATITUD:</b> 10.9943343<br>
<b>LONGITUD:</b> -74.8168731<br>
<b>ICONO:</b> small_green
</div>",259,2350,10.9943343,-74.8168731,small_green
POINT (-74.8158477 10.9964867),CALLE 80 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 260<br>
<b>CODIGO:</b> 8043<br>
<b>LOCALIZACION:</b> CALLE 80 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9964867<br>
<b>LONGITUD:</b> -74.8158477<br>
<b>ICONO:</b> small_green
</div>",260,8043,10.9964867,-74.8158477,small_green
